i,0,0,0,0.0005,7.623117855375052,6.883804124486337,8.362431586263767,0.13024,0.11763023580261708,0.1428497641973829
i,0,0,1,0.0005,2.446053666523833,2.3886857141118623,2.503421618935804,0.40271999999999997,0.39349365172094614,0.4119463482790538
i,0,0,2,0.0005,1.8884110734472526,1.8533046491627607,1.9235174977317444,0.52032,0.51054848,0.53009152
i,0,0,10,0.0005,1.2066124410190426,1.1948268155008266,1.2183980665372587,0.8009599999999999,0.7930644391352101,0.8088555608647897
i,0,0,40,0.0005,1.0573338903848344,1.0496706904497397,1.064997090319929,0.87392,0.8675761262983568,0.8802638737016433
i,0,0,100,0.0005,1.0243834410758574,1.0195554783802265,1.0292114037714883,0.84032,0.8363722195676051,0.8442677804323948
i,0,0,400,0.0005,1.010751178526272,1.00521198625337,1.016290370799174,0.70048,0.6966591912093903,0.7043008087906096
i,0,0,1000,0.0005,1.00567624179254,1.0011557559814614,1.0101967276036186,0.5648,0.5622678984159398,0.5673321015840601
b,1000,50,0,0.0005,inf,inf,inf,0,0,0
b,1000,50,1,0.0005,2.3952010037810636,2.360719447826259,2.429682559735868,0.4112,0.4052409682826822,0.41715903171731783
b,1000,50,2,0.0005,1.8545646649342564,1.8044105215982524,1.9047188082702604,0.52992,0.5156722222552987,0.5441677777447012
b,1000,50,10,0.0005,1.4395210873864854,1.4271984132985827,1.4518437614743882,0.6713600000000001,0.6655944678655306,0.6771255321344696
b,1000,50,40,0.0005,1.4197848356812315,1.3982957743131854,1.4412738970492776,0.65088,0.6410581369568498,0.6607018630431503
b,1000,50,100,0.0005,1.330219305385512,1.3085542832309733,1.3518843275400507,0.6472,0.6367127437395665,0.6576872562604335
b,1000,50,400,0.0005,1.1648144675660421,1.156040398669455,1.1735885364626293,0.60784,0.6032670929165793,0.6124129070834208
b,1000,50,1000,0.0005,1.0991538089531332,1.085893976182424,1.1124136417238424,0.5168,0.5105976431421596,0.5230023568578405
b,1000,500,0,0.0001,inf,inf,inf,0,0,0
b,1000,500,1,0.0005,2.4984305756713865,2.4135896872416542,2.5832714641011187,0.3944,0.38120538260531966,0.4075946173946803
b,1000,500,2,0.0005,1.8856432814522788,1.8443178668644193,1.9269686960401382,0.52112,0.5096317863596467,0.5326082136403534
b,1000,500,10,0.0005,1.4169675266326511,1.3984632529959897,1.4354718002693125,0.68208,0.6732079109486886,0.6909520890513114
b,1000,500,40,0.0005,1.1581481017005282,1.140699877401977,1.1755963259990794,0.7979200000000001,0.785825302182262,0.8100146978177382
b,1000,500,100,0.0005,1.07729895889063,1.0737132075006952,1.080884710280565,0.79904,0.7963750399999999,0.80170496
b,1000,500,400,0.0005,1.0286111295292157,1.0223523220624506,1.0348699369959808,0.68832,0.6841298029403858,0.6925101970596143
b,1000,500,1000,0.0005,1.0148736228947968,1.0109165840838594,1.018830661705734,0.55968,0.5575040692716908,0.5618559307283091
b,5000,50,0,0.0001,4.80544747081712,4.80544747081712,4.80544747081712,0.2056,0.2056,0.2056
b,5000,50,1,0.0005,2.358513569736072,2.2863120504372563,2.4307150890348876,0.41776,0.40461406448724174,0.4309059355127583
b,5000,50,2,0.0005,2.3755812666261304,2.300344647678892,2.450817885573369,0.41376,0.40042779938848805,0.427092200611512
b,5000,50,10,0.0005,2.364918584929007,2.2994677621480633,2.4303694077099505,0.4088,0.39765167247843874,0.41994832752156125
b,5000,50,40,0.0005,2.380347148390808,2.3176334631292654,2.4430608336523507,0.38832,0.37798432904053153,0.39865567095946847
b,5000,50,100,0.0005,2.3358369792825813,2.24760579869158,2.4240681598735825,0.3688,0.35445906470665184,0.3831409352933482
b,5000,50,400,0.0005,1.806612296783425,1.7653493963298543,1.8478751972369958,0.392,0.38303390675756716,0.4009660932424329
b,5000,50,1000,0.0005,1.5179933310639435,1.4498977930238337,1.5860888691040533,0.37456,0.3581591251152385,0.3909608748847615
b,5000,500,0,0.0001,5.25531914893617,5.25531914893617,5.25531914893617,0.188,0.188,0.188
b,5000,500,1,0.0005,2.3064857785186876,2.233412935336888,2.3795586217004874,0.4272,0.4132071975713226,0.4411928024286774
b,5000,500,2,0.0005,2.2714750823741534,2.2133827549743996,2.329567409773907,0.43264,0.4216610691539841,0.44361893084601595
b,5000,500,10,0.0005,2.0343983700688013,1.9448555244766195,2.123941215660983,0.47552000000000005,0.45406196890508366,0.49697803109491645
b,5000,500,40,0.0005,1.529080878837449,1.4910910631087402,1.5670706945661579,0.6044799999999999,0.589326395975927,0.6196336040240729
b,5000,500,100,0.0005,1.2804911434090465,1.2613957431537408,1.2995865436643521,0.67232,0.6622501963138102,0.6823898036861898
b,5000,500,400,0.0005,1.1071671103473784,1.09363291206924,1.1207013086255166,0.63952,0.6316181951161522,0.6474218048838477
b,5000,500,1000,0.0005,1.058142929710094,1.0516363948797838,1.064649464540404,0.5368,0.5335060212799717,0.5400939787200284
